course_title,url,num_subscribers,difficulty,description,organization
Financial modeling: Build a DCF equity valuation model,https://www.udemy.com/guide-to-do-a-step-by-step-discounted-cash-flow-valuation/,1369.0,All Levels,Business Finance,Udemy
CryptoArbitrager: Bitcoin Trading Robot (no mining),https://www.udemy.com/cryptoarbitrager-trade-bitcoin-vs-litecoin-with-arbitrage-robot/,1224.0,All Levels,Business Finance,Udemy
Accounting Is Easy (for Beginners),https://www.udemy.com/fundamentals-of-accountancy/,3870.0,All Levels,Business Finance,Udemy
Non Directional Weekly Options Trading System - ETF & Emini,https://www.udemy.com/etf-stock-options-non-directional-weekly-trading-system/,897.0,All Levels,Business Finance,Udemy
The Complete Position Trading Course: Position Trading Stock,https://www.udemy.com/position-trading-course/,1311.0,All Levels,Business Finance,Udemy
Master Iron Condors - Double the credit for half the risk,https://www.udemy.com/iron-condor-options-trading-strategy/,1338.0,Expert Level,Business Finance,Udemy
Basics of investing in Mutual Funds,https://www.udemy.com/mutualfundinvesting/,1589.0,Intermediate Level,Business Finance,Udemy
A Value Investing Approach to the Stock Market,https://www.udemy.com/start-investing-the-right-way/,1189.0,All Levels,Business Finance,Udemy
Learn how to INVEST for huge profits or make it big trading!,https://www.udemy.com/learn-how-to-invest-for-huge-profits-or-make-9k-day-trading/,701.0,All Levels,Business Finance,Udemy
"How to Fund your Million Dollar Idea: Equity, Debt, Unfund",https://www.udemy.com/how-to-fund-your-million-dollar-idea-equity-debt-unfund/,1105.0,Intermediate Level,Business Finance,Udemy
Mastering Candlestick Charting : High Probability Trading,https://www.udemy.com/mastering-candlestick-charting/,123.0,All Levels,Business Finance,Udemy
Binary Options Course - Level 2,https://www.udemy.com/binary-options-course-level-2/,5874.0,Intermediate Level,Business Finance,Udemy
Stock Technical Analysis with R,https://www.udemy.com/stock-technical-analysis-with-r/,354.0,All Levels,Business Finance,Udemy
"Get to know the VIX Index (aka 'The Fear Index)""",https://www.udemy.com/vix-index/,727.0,All Levels,Business Finance,Udemy
Apply finance concepts for smart project management,https://www.udemy.com/apply-finance-concepts-for-smart-project-management/,3465.0,Beginner Level,Business Finance,Udemy
Introduction to Futures Trading and Live Trade Demonstration,https://www.udemy.com/introduction-to-futures-trading-and-live-trading-futures/,54.0,Expert Level,Business Finance,Udemy
Crowdfunding to Win,https://www.udemy.com/crowdfunding-to-win/,627.0,All Levels,Business Finance,Udemy
Comprehensive Forex Mastery Program,https://www.udemy.com/forex-mastery/,650.0,All Levels,Business Finance,Udemy
Preparation of Consolidated Financial Statements (Basic),https://www.udemy.com/preparation-of-consolidated-financial-statements-basic/,965.0,Intermediate Level,Business Finance,Udemy
Succeed in Bonds Even if You Don't Know Where to Start,https://www.udemy.com/succeed-in-bonds-even-if-you-dont-know-where-to-start/,1113.0,All Levels,Business Finance,Udemy
Learn to Trade for Profit: Ten Most Profitable Trading Rules,https://www.udemy.com/trading-stocks-successfully-ten-rules-of-successful-trading/,739.0,All Levels,Business Finance,Udemy
Succeed in Lotto Even if You Don't Know Where to Start!,https://www.udemy.com/succeed-in-lotto-even-if-you-dont-know-where-to-start/,1201.0,All Levels,Business Finance,Udemy
CFA Corporate Finance Level 2,https://www.udemy.com/advanced-capital-budgeting-techniques/,2474.0,All Levels,Business Finance,Udemy
Pin Bars: The Most Powerful Forex Trading Signal,https://www.udemy.com/make-money-in-forex-using-pin-bars/,494.0,All Levels,Business Finance,Udemy
Stock Options Trades Using Interactive Brokers,https://www.udemy.com/stock-options-trades-using-interactive-brokers/,1580.0,Intermediate Level,Business Finance,Udemy
Introduction to Options - Strategies For Consistent Profits,https://www.udemy.com/introduction-to-options-start-trading-now/,617.0,All Levels,Business Finance,Udemy
Risk in Forex Transactions - for CA / CS / CFA exams,https://www.udemy.com/forex-risks/,2235.0,All Levels,Business Finance,Udemy
Basics of Business Statistics (College Level),https://www.udemy.com/statistics-for-accounting-and-finance-professionals/,2293.0,All Levels,Business Finance,Udemy
"Trading Seasonal Price Patterns in Stocks, Futures, & Forex!",https://www.udemy.com/trading-seasonal-price-patterns-in-stocks-futures-forex/,1094.0,Beginner Level,Business Finance,Udemy
Interpreting Financial Statements,https://www.udemy.com/financialstatements/,1449.0,Beginner Level,Business Finance,Udemy
Introduction to Bookkeeping (Accounting),https://www.udemy.com/introduction-to-bookkeeping/,3251.0,Beginner Level,Business Finance,Udemy
CREDIT SPREAD SURGERY - Bear Call and Bull Put Mastery ,https://www.udemy.com/advanced-credit-spreads/,607.0,Intermediate Level,Business Finance,Udemy
Investment Banking: How to Land a Job on Wall Street,https://www.udemy.com/how-to-land-a-job-on-wall-street/,1218.0,All Levels,Business Finance,Udemy
Learn To Invest In Index Funds and ETFs In 7 Easy Steps,https://www.udemy.com/invest-in-index-funds-and-etfs-in-7-easy-steps/,1132.0,All Levels,Business Finance,Udemy
Financial modeling: Build a multiples valuation model,https://www.udemy.com/how-to-do-a-multiples-based-valuation-of-a-company/,656.0,All Levels,Business Finance,Udemy
Trade Recap I - A Real Look at Futures Options Markets,https://www.udemy.com/d-levels-trade-recap-jan-17th-feb-5th-2014/,3339.0,Beginner Level,Business Finance,Udemy
Advanced Stock Options for Serious Equity Investors!,https://www.udemy.com/bullet-proof-options-controlled-leverage-investing-secrets/,1271.0,Expert Level,Business Finance,Udemy
Trading Binary Options for Fun and Profit,https://www.udemy.com/trading-binary-options-for-fun-and-profit/,1574.0,All Levels,Business Finance,Udemy
CFA: Fast Track your career in Finance,https://www.udemy.com/cfapreparebetter/,1393.0,Beginner Level,Business Finance,Udemy
How to be a Profitable Forex Trader,https://www.udemy.com/making-money-in-forex-market/,1029.0,All Levels,Business Finance,Udemy
Excel Dashboard - Interactive Excel Dashboard and Charts,https://www.udemy.com/interactive-charts-in-excel/,843.0,All Levels,Business Finance,Udemy
Accounting 101: Learn Business Finance Forecasting in 60mins,https://www.udemy.com/cashflow-forecasting-made-easy-learn-it-in-40-mins/,1730.0,All Levels,Business Finance,Udemy
The Securities Trade Lifecycle,https://www.udemy.com/the-securities-trade-lifecycle/,1182.0,All Levels,Business Finance,Udemy
Double your Forex Account using the MAGIC MA trading robot,https://www.udemy.com/double-your-forex-account-using-the-magic-ma-robot/,1160.0,Intermediate Level,Business Finance,Udemy
Technical Analysis 101: How to Profit During Market Crashes,https://www.udemy.com/profit-from-stock-market-crashes-the-short-selling-strategy/,1730.0,All Levels,Business Finance,Udemy
Advanced Accounting for Investment Banking,https://www.udemy.com/advanced-accounting-for-investment-banking/,1260.0,Intermediate Level,Business Finance,Udemy
Investing In Stocks With 10 Simple Rules,https://www.udemy.com/value-investing-rules/,871.0,All Levels,Business Finance,Udemy
Venture Capital. What is it and Why it Matters to You!,https://www.udemy.com/venture-capital-sector-overview-what-is-it-and-why-it-matters-to-you/,1566.0,All Levels,Business Finance,Udemy
Cash Flow Valuation: Develop Your Financial Literacy,https://www.udemy.com/financial-literacy-basics/,2987.0,All Levels,Business Finance,Udemy
Direction-Independ Trading - Elite Forex Traders  Strategy,https://www.udemy.com/direction-independ-trading-elite-traders-forex-strategy/,973.0,All Levels,Business Finance,Udemy
How to Become a Financial Analyst from Scratch!,https://www.udemy.com/become-a-financial-analyst-from-scratch-n1/,2177.0,Beginner Level,Business Finance,Udemy
First Steps to Trading the Forexmarkets : Technical Analysis,https://www.udemy.com/first-steps-to-trading-the-forexmarkets-technical-analysis/,1772.0,Beginner Level,Business Finance,Udemy
Financial analysis: Compare performance of companies,https://www.udemy.com/financial-performance-analysis/,1850.0,All Levels,Business Finance,Udemy
Forex for Beginners: Easy Forex Trading for Beginners,https://www.udemy.com/forex-for-beginners-easy-forex-trading-for-beginners/,1780.0,Beginner Level,Business Finance,Udemy
Investment Crowdfunding 101 (a.k.a Equity Crowdfunding),https://www.udemy.com/crowdfund-investing-101-the-basics-of-equity-crowdfunding/,4607.0,Beginner Level,Business Finance,Udemy
Read financial statements like a pro,https://www.udemy.com/read-financial-statements-in-5-minutes/,12.0,Intermediate Level,Business Finance,Udemy
10 Numbers Every Business Owner Should Know,https://www.udemy.com/10-numbers-every-business-owner-should-know/,13.0,All Levels,Business Finance,Udemy
Learn How To Trade Gold In 2017,https://www.udemy.com/learn-how-to-trade-gold-in-2017/,2.0,All Levels,Business Finance,Udemy
IAS 18 - Revenue,https://www.udemy.com/ias-18-revenue/,2571.0,All Levels,Business Finance,Udemy
Forex Trading: The High ROI Forex Trading End of Day Course,https://www.udemy.com/the-high-roi-forex-trading-end-of-day-course/,8.0,Intermediate Level,Business Finance,Udemy
Fundraise the Simplified Way: A Crowdfunding Blueprint,https://www.udemy.com/fundraise-the-simplified-way-a-crowdfunding-blueprint/,7.0,All Levels,Business Finance,Udemy
Fundamentals of Accounting for Business Owners,https://www.udemy.com/fundamentals-of-accounting-for-business-owners/,217.0,Beginner Level,Business Finance,Udemy
Practical Financial Statement Analysis,https://www.udemy.com/practical-financial-statement-analysis/,22.0,All Levels,Business Finance,Udemy
Forex Management - Detailed Study for CA / CS / CFA Exams,https://www.udemy.com/international-finance-a-comprehensive-study/,131.0,All Levels,Business Finance,Udemy
Financial Statement Review 101:  How to Find Errors,https://www.udemy.com/financial-statement-review-101-how-to-find-errors/,5.0,Beginner Level,Business Finance,Udemy
Professional Risk Manager (PRM) Certification: Level 1,https://www.udemy.com/professional-risk-manager-prm-certification-level-1/,116.0,All Levels,Business Finance,Udemy
International Tax  - Tax Beyond boundaries,https://www.udemy.com/international-tax-course-intermediate-level/,27.0,All Levels,Business Finance,Udemy
The Complete Financial Statement Analysis Course,https://www.udemy.com/the-complete-financial-statement-analysis-course/,912.0,Beginner Level,Business Finance,Udemy
Advanced Excel functions,https://www.udemy.com/advanced-excel-functions-to-analyze-large-data/,1964.0,All Levels,Business Finance,Udemy
Penny Stocks Value & Chart Pattern Trading (2 Course Bundle),https://www.udemy.com/basics-investing-penny-stocks-beginners-hot-best-penny-stocks-trading/,1033.0,Beginner Level,Business Finance,Udemy
Candlestick Analysis For Professional Traders,https://www.udemy.com/testing-candlesticks/,913.0,Expert Level,Business Finance,Udemy
Build A Career In Forex Trading- Learn Fundamental Analysis,https://www.udemy.com/build-a-career-in-forex-trading-learn-fundamental-analysis/,2092.0,All Levels,Business Finance,Udemy
Financial Modeling: Build a Complete DCF Valuation Model,https://www.udemy.com/learn-how-to-value-a-company-and-build-a-dcf-model/,2240.0,All Levels,Business Finance,Udemy
Hands-on Financial Modeling (With 6 Excel Templates),https://www.udemy.com/financial-modelling-in-excel/,4601.0,Intermediate Level,Business Finance,Udemy
CAIIB Advanced Bank Management (Part I),https://www.udemy.com/statistics-regression-analysis/,2953.0,All Levels,Business Finance,Udemy
Stock Market investment:Non financial fundamental analysis,https://www.udemy.com/stock-market-investmentnon-financial-fundamental-analysis/,1091.0,Beginner Level,Business Finance,Udemy
Learn How to Play CashFlow Game,https://www.udemy.com/learn-how-to-play-cashflow-game/,1459.0,Beginner Level,Business Finance,Udemy
Basics of Business Finance,https://www.udemy.com/basics-of-business-finance/,4855.0,Beginner Level,Business Finance,Udemy
Accounting Made Easy 2,https://www.udemy.com/accounting-made-easy-2/,4034.0,Intermediate Level,Business Finance,Udemy
"Bitcoin: el futuro del dinero, hoy",https://www.udemy.com/bitcoin-el-futuro-del-dinero-hoy/,57.0,Intermediate Level,Business Finance,Udemy
Aprende a invertir practicando,https://www.udemy.com/aprende-a-invertir-practicando/,26.0,All Levels,Business Finance,Udemy
Trading con retrocesos de Fibonacci,https://www.udemy.com/trading-con-retrocesos-de-fibonacci/,14.0,All Levels,Business Finance,Udemy
Mit Finanzwissen zu besserem Unternehmertum,https://www.udemy.com/mit-finanzwissen-zu-besserem-unternehmertum/,49.0,Beginner Level,Business Finance,Udemy
Como hacer empresa en 10 sesiones prácticas,https://www.udemy.com/finanzas-para-principiantes/,11.0,Intermediate Level,Business Finance,Udemy
المحاسبة للإداريين و غير المحاسبين,https://www.udemy.com/accounting-for-non-accountants-trendcast/,9.0,Beginner Level,Business Finance,Udemy
株式投資で本当のファンダメンタル分析ができるようになる,https://www.udemy.com/jun-sakai-trading-course3/,91.0,All Levels,Business Finance,Udemy
Curso de Trading práctico basado en casos reales,https://www.udemy.com/trading-practico/,44.0,All Levels,Business Finance,Udemy
Curso Avanzado de Trading,https://www.udemy.com/curso-avanzado-de-trading/,106.0,All Levels,Business Finance,Udemy
สอนเทรดไบนารี่ อ๊อฟชั่นอย่างง่าย,https://www.udemy.com/binary-options-for-thai/,2079.0,All Levels,Business Finance,Udemy
MQL4 Tutorial Golden Goose,https://www.udemy.com/mql4-tutorial-golden-goose-trading-tutorial/,135.0,Beginner Level,Business Finance,Udemy
Análise de Concessão de Crédito,https://www.udemy.com/estacio-analise-de-concessao-de-credito/,31.0,All Levels,Business Finance,Udemy
Technical Analysis Using Elliott Wave Theory,https://www.udemy.com/technical-analysis-using-elliott-wave-theory/,217.0,All Levels,Business Finance,Udemy
The Basics Of Volume Analysis,https://www.udemy.com/volume-analysis-basis/,611.0,All Levels,Business Finance,Udemy
